Observation,Measure,Measure,Area Code,Area,Year,Quarter
547907,Former owner occupiers,Former owner occupiers,E12000008,South East,2021,Q4
555212.6666666666,Former owner occupiers,Former owner occupiers,E12000008,South East,2022,Q1
567111.3333333334,Former owner occupiers,Former owner occupiers,E12000008,South East,2022,Q2
593550,Former owner occupiers,Former owner occupiers,E12000008,South East,2022,Q3
567520,Former owner occupiers,Former owner occupiers,E12000008,South East,2022,Q4
537097,Former owner occupiers,Former owner occupiers,E12000008,South East,2023,Q1
74972,Former owner occupiers,Former owner occupiers,E12000009,South West,1992,Q2
78881,Former owner occupiers,Former owner occupiers,E12000009,South West,1992,Q3
73504,Former owner occupiers,Former owner occupiers,E12000009,South West,1992,Q4
67225,Former owner occupiers,Former owner occupiers,E12000009,South West,1993,Q1
73954,Former owner occupiers,Former owner occupiers,E12000009,South West,1993,Q2
75762,Former owner occupiers,Former owner occupiers,E12000009,South West,1993,Q3
76338,Former owner occupiers,Former owner occupiers,E12000009,South West,1993,Q4
75197,Former owner occupiers,Former owner occupiers,E12000009,South West,1994,Q1
80089,Former owner occupiers,Former owner occupiers,E12000009,South West,1994,Q2
80266,Former owner occupiers,Former owner occupiers,E12000009,South West,1994,Q3
82359,Former owner occupiers,Former owner occupiers,E12000009,South West,1994,Q4
78565,Former owner occupiers,Former owner occupiers,E12000009,South West,1995,Q1
79609,Former owner occupiers,Former owner occupiers,E12000009,South West,1995,Q2
84347,Former owner occupiers,Former owner occupiers,E12000009,South West,1995,Q3
80752,Former owner occupiers,Former owner occupiers,E12000009,South West,1995,Q4
85419,Former owner occupiers,Former owner occupiers,E12000009,South West,1996,Q1
80951,Former owner occupiers,Former owner occupiers,E12000009,South West,1996,Q2
83165,Former owner occupiers,Former owner occupiers,E12000009,South West,1996,Q3
81455,Former owner occupiers,Former owner occupiers,E12000009,South West,1996,Q4
80213,Former owner occupiers,Former owner occupiers,E12000009,South West,1997,Q1
89830,Former owner occupiers,Former owner occupiers,E12000009,South West,1997,Q2
87704,Former owner occupiers,Former owner occupiers,E12000009,South West,1997,Q3
85420,Former owner occupiers,Former owner occupiers,E12000009,South West,1997,Q4
93530,Former owner occupiers,Former owner occupiers,E12000009,South West,1998,Q1
91249,Former owner occupiers,Former owner occupiers,E12000009,South West,1998,Q2
99107,Former owner occupiers,Former owner occupiers,E12000009,South West,1998,Q3
94368,Former owner occupiers,Former owner occupiers,E12000009,South West,1998,Q4
93779,Former owner occupiers,Former owner occupiers,E12000009,South West,1999,Q1
97399,Former owner occupiers,Former owner occupiers,E12000009,South West,1999,Q2
108656,Former owner occupiers,Former owner occupiers,E12000009,South West,1999,Q3
107711,Former owner occupiers,Former owner occupiers,E12000009,South West,1999,Q4
109483,Former owner occupiers,Former owner occupiers,E12000009,South West,2000,Q1
113386,Former owner occupiers,Former owner occupiers,E12000009,South West,2000,Q2
123513,Former owner occupiers,Former owner occupiers,E12000009,South West,2000,Q3
126475,Former owner occupiers,Former owner occupiers,E12000009,South West,2000,Q4
124343,Former owner occupiers,Former owner occupiers,E12000009,South West,2001,Q1
126822,Former owner occupiers,Former owner occupiers,E12000009,South West,2001,Q2
139146,Former owner occupiers,Former owner occupiers,E12000009,South West,2001,Q3
134542,Former owner occupiers,Former owner occupiers,E12000009,South West,2001,Q4
131563,Former owner occupiers,Former owner occupiers,E12000009,South West,2002,Q1
142231,Former owner occupiers,Former owner occupiers,E12000009,South West,2002,Q2
165815,Former owner occupiers,Former owner occupiers,E12000009,South West,2002,Q3
162879,Former owner occupiers,Former owner occupiers,E12000009,South West,2002,Q4
165286,Former owner occupiers,Former owner occupiers,E12000009,South West,2003,Q1
172190,Former owner occupiers,Former owner occupiers,E12000009,South West,2003,Q2
185274,Former owner occupiers,Former owner occupiers,E12000009,South West,2003,Q3
185403,Former owner occupiers,Former owner occupiers,E12000009,South West,2003,Q4
191198,Former owner occupiers,Former owner occupiers,E12000009,South West,2004,Q1
197555,Former owner occupiers,Former owner occupiers,E12000009,South West,2004,Q2
213805,Former owner occupiers,Former owner occupiers,E12000009,South West,2004,Q3
216090,Former owner occupiers,Former owner occupiers,E12000009,South West,2004,Q4
213116,Former owner occupiers,Former owner occupiers,E12000009,South West,2005,Q1
207466,Former owner occupiers,Former owner occupiers,E12000009,South West,2005,Q2
219001,Former owner occupiers,Former owner occupiers,E12000009,South West,2005,Q3
224361,Former owner occupiers,Former owner occupiers,E12000009,South West,2005,Q4
230482,Former owner occupiers,Former owner occupiers,E12000009,South West,2006,Q1
234123,Former owner occupiers,Former owner occupiers,E12000009,South West,2006,Q2
246150,Former owner occupiers,Former owner occupiers,E12000009,South West,2006,Q3
247963,Former owner occupiers,Former owner occupiers,E12000009,South West,2006,Q4
252228,Former owner occupiers,Former owner occupiers,E12000009,South West,2007,Q1
256172,Former owner occupiers,Former owner occupiers,E12000009,South West,2007,Q2
267580.25694641256,Former owner occupiers,Former owner occupiers,E12000009,South West,2007,Q3
259195.94663611395,Former owner occupiers,Former owner occupiers,E12000009,South West,2007,Q4
2605001957701103,Former owner occupiers,Former owner occupiers,E12000009,South West,2008,Q1
257335.55804764046,Former owner occupiers,Former owner occupiers,E12000009,South West,2008,Q2
269218.332030424,Former owner occupiers,Former owner occupiers,E12000009,South West,2008,Q3
252987.26665668862,Former owner occupiers,Former owner occupiers,E12000009,South West,2008,Q4
243909.83395732954,Former owner occupiers,Former owner occupiers,E12000009,South West,2009,Q1
239975.95558821026,Former owner occupiers,Former owner occupiers,E12000009,South West,2009,Q2
256722.38345789074,Former owner occupiers,Former owner occupiers,E12000009,South West,2009,Q3
252509.4583280217,Former owner occupiers,Former owner occupiers,E12000009,South West,2009,Q4
264811.6340885238,Former owner occupiers,Former owner occupiers,E12000009,South West,2010,Q1
263416.99763474014,Former owner occupiers,Former owner occupiers,E12000009,South West,2010,Q2
276194.8458859837,Former owner occupiers,Former owner occupiers,E12000009,South West,2010,Q3
261924.57897692197,Former owner occupiers,Former owner occupiers,E12000009,South West,2010,Q4
257009.12750807556,Former owner occupiers,Former owner occupiers,E12000009,South West,2011,Q1
257006.78946436415,Former owner occupiers,Former owner occupiers,E12000009,South West,2011,Q2
267317.40367467003,Former owner occupiers,Former owner occupiers,E12000009,South West,2011,Q3
257457.61894717868,Former owner occupiers,Former owner occupiers,E12000009,South West,2011,Q4
263604.7015339039,Former owner occupiers,Former owner occupiers,E12000009,South West,2012,Q1
258057.82624739254,Former owner occupiers,Former owner occupiers,E12000009,South West,2012,Q2
264559.4068,Former owner occupiers,Former owner occupiers,E12000009,South West,2012,Q3
265204.82786666666,Former owner occupiers,Former owner occupiers,E12000009,South West,2012,Q4
260034.8137334363,Former owner occupiers,Former owner occupiers,E12000009,South West,2013,Q1
2573148186310483,Former owner occupiers,Former owner occupiers,E12000009,South West,2013,Q2
270217.34725973435,Former owner occupiers,Former owner occupiers,E12000009,South West,2013,Q3
267504.44317573664,Former owner occupiers,Former owner occupiers,E12000009,South West,2013,Q4
271611.37679999997,Former owner occupiers,Former owner occupiers,E12000009,South West,2014,Q1
272998.5162840764,Former owner occupiers,Former owner occupiers,E12000009,South West,2014,Q2
289100.43513756717,Former owner occupiers,Former owner occupiers,E12000009,South West,2014,Q3
286655.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2014,Q4
288589.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2015,Q1
292721,Former owner occupiers,Former owner occupiers,E12000009,South West,2015,Q2
313134,Former owner occupiers,Former owner occupiers,E12000009,South West,2015,Q3
311158.53,Former owner occupiers,Former owner occupiers,E12000009,South West,2015,Q4
313855.51307366416,Former owner occupiers,Former owner occupiers,E12000009,South West,2016,Q1
313211.3274057343,Former owner occupiers,Former owner occupiers,E12000009,South West,2016,Q2
338435.8700961236,Former owner occupiers,Former owner occupiers,E12000009,South West,2016,Q3
3237531667437487,Former owner occupiers,Former owner occupiers,E12000009,South West,2016,Q4
321481.7492471596,Former owner occupiers,Former owner occupiers,E12000009,South West,2017,Q1
322922.44308060553,Former owner occupiers,Former owner occupiers,E12000009,South West,2017,Q2
337145.29254333576,Former owner occupiers,Former owner occupiers,E12000009,South West,2017,Q3
331416.63793852384,Former owner occupiers,Former owner occupiers,E12000009,South West,2017,Q4
335495.80346456106,Former owner occupiers,Former owner occupiers,E12000009,South West,2018,Q1
330049.796224057,Former owner occupiers,Former owner occupiers,E12000009,South West,2018,Q2
3473206397615076,Former owner occupiers,Former owner occupiers,E12000009,South West,2018,Q3
337099.536128186,Former owner occupiers,Former owner occupiers,E12000009,South West,2018,Q4
333797.738985431,Former owner occupiers,Former owner occupiers,E12000009,South West,2019,Q1
331692.6666666667,Former owner occupiers,Former owner occupiers,E12000009,South West,2019,Q2
348831,Former owner occupiers,Former owner occupiers,E12000009,South West,2019,Q3
345367.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2019,Q4
347276.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2020,Q1
338830,Former owner occupiers,Former owner occupiers,E12000009,South West,2020,Q2
372938,Former owner occupiers,Former owner occupiers,E12000009,South West,2020,Q3
388618.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2020,Q4
396100,Former owner occupiers,Former owner occupiers,E12000009,South West,2021,Q1
397052,Former owner occupiers,Former owner occupiers,E12000009,South West,2021,Q2
366466.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2021,Q3
401796.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2021,Q4
410198,Former owner occupiers,Former owner occupiers,E12000009,South West,2022,Q1
415917.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2022,Q2
438705,Former owner occupiers,Former owner occupiers,E12000009,South West,2022,Q3
432453,Former owner occupiers,Former owner occupiers,E12000009,South West,2022,Q4
415695.3333333333,Former owner occupiers,Former owner occupiers,E12000009,South West,2023,Q1
63871,Former owner occupiers,Former owner occupiers,W92000004,Wales,1992,Q2
64431,Former owner occupiers,Former owner occupiers,W92000004,Wales,1992,Q3
66660,Former owner occupiers,Former owner occupiers,W92000004,Wales,1992,Q4
68613,Former owner occupiers,Former owner occupiers,W92000004,Wales,1993,Q1
67717,Former owner occupiers,Former owner occupiers,W92000004,Wales,1993,Q2
68340,Former owner occupiers,Former owner occupiers,W92000004,Wales,1993,Q3
71822,Former owner occupiers,Former owner occupiers,W92000004,Wales,1993,Q4
65997,Former owner occupiers,Former owner occupiers,W92000004,Wales,1994,Q1
72583,Former owner occupiers,Former owner occupiers,W92000004,Wales,1994,Q2
76576,Former owner occupiers,Former owner occupiers,W92000004,Wales,1994,Q3
63434,Former owner occupiers,Former owner occupiers,W92000004,Wales,1994,Q4
69677,Former owner occupiers,Former owner occupiers,W92000004,Wales,1995,Q1
72353,Former owner occupiers,Former owner occupiers,W92000004,Wales,1995,Q2
72396,Former owner occupiers,Former owner occupiers,W92000004,Wales,1995,Q3
69955,Former owner occupiers,Former owner occupiers,W92000004,Wales,1995,Q4
68834,Former owner occupiers,Former owner occupiers,W92000004,Wales,1996,Q1
70080,Former owner occupiers,Former owner occupiers,W92000004,Wales,1996,Q2
68192,Former owner occupiers,Former owner occupiers,W92000004,Wales,1996,Q3
