Value,Identifier,Housing,Time Period
56.2,MV3F,Total housing R&M,Apr to June 2020
94.7,MV3F,Total housing R&M,July to Sept 2020
101.7,MV3F,Total housing R&M,Oct to Dec 2020
101.9,MV3F,Total housing R&M,Jan to Mar 2021
103.2,MV3F,Total housing R&M,Apr to June 2021
105.4,MV3F,Total housing R&M,July to Sept 2021
110.6,MV3F,Total housing R&M,Oct to Dec 2021
114.3,MV3F,Total housing R&M,Jan to Mar 2022
116.2,MV3F,Total housing R&M,Apr to Jun 2022
115.9,MV3F,Total housing R&M,Jul to Sep 2022
115.7,MV3F,Total housing R&M,Oct to Dec 2022
122.5,MV3F,Total housing R&M,Jan to Mar 2023
86.9,MV3F,Total housing R&M,Jan 2010
88,MV3F,Total housing R&M,Feb 2010
84.7,MV3F,Total housing R&M,Mar 2010
88.5,MV3F,Total housing R&M,Apr 2010
91.6,MV3F,Total housing R&M,May 2010
92.9,MV3F,Total housing R&M,Jun 2010
92.6,MV3F,Total housing R&M,Jul 2010
93.7,MV3F,Total housing R&M,Aug 2010
95.5,MV3F,Total housing R&M,Sep 2010
92.6,MV3F,Total housing R&M,Oct 2010
91.7,MV3F,Total housing R&M,Nov 2010
91.9,MV3F,Total housing R&M,Dec 2010
88.3,MV3F,Total housing R&M,Jan 2011
89,MV3F,Total housing R&M,Feb 2011
90,MV3F,Total housing R&M,Mar 2011
91.7,MV3F,Total housing R&M,Apr 2011
86.9,MV3F,Total housing R&M,May 2011
87.7,MV3F,Total housing R&M,Jun 2011
86.9,MV3F,Total housing R&M,Jul 2011
85.7,MV3F,Total housing R&M,Aug 2011
86.8,MV3F,Total housing R&M,Sep 2011
90.1,MV3F,Total housing R&M,Oct 2011
89.2,MV3F,Total housing R&M,Nov 2011
89.5,MV3F,Total housing R&M,Dec 2011
86.5,MV3F,Total housing R&M,Jan 2012
88.1,MV3F,Total housing R&M,Feb 2012
87.5,MV3F,Total housing R&M,Mar 2012
86.1,MV3F,Total housing R&M,Apr 2012
89.1,MV3F,Total housing R&M,May 2012
82.7,MV3F,Total housing R&M,Jun 2012
89.5,MV3F,Total housing R&M,Jul 2012
84,MV3F,Total housing R&M,Aug 2012
83.3,MV3F,Total housing R&M,Sep 2012
83.7,MV3F,Total housing R&M,Oct 2012
84.6,MV3F,Total housing R&M,Nov 2012
84.9,MV3F,Total housing R&M,Dec 2012
83.5,MV3F,Total housing R&M,Jan 2013
85.3,MV3F,Total housing R&M,Feb 2013
85.1,MV3F,Total housing R&M,Mar 2013
85.9,MV3F,Total housing R&M,Apr 2013
86.1,MV3F,Total housing R&M,May 2013
86,MV3F,Total housing R&M,Jun 2013
85.3,MV3F,Total housing R&M,Jul 2013
88.5,MV3F,Total housing R&M,Aug 2013
88,MV3F,Total housing R&M,Sep 2013
88.4,MV3F,Total housing R&M,Oct 2013
88.6,MV3F,Total housing R&M,Nov 2013
86.9,MV3F,Total housing R&M,Dec 2013
92.5,MV3F,Total housing R&M,Jan 2014
92.6,MV3F,Total housing R&M,Feb 2014
92,MV3F,Total housing R&M,Mar 2014
94.4,MV3F,Total housing R&M,Apr 2014
91.7,MV3F,Total housing R&M,May 2014
91.2,MV3F,Total housing R&M,Jun 2014
92.3,MV3F,Total housing R&M,Jul 2014
96.1,MV3F,Total housing R&M,Aug 2014
92.5,MV3F,Total housing R&M,Sep 2014
91.8,MV3F,Total housing R&M,Oct 2014
92.3,MV3F,Total housing R&M,Nov 2014
91,MV3F,Total housing R&M,Dec 2014
91.6,MV3F,Total housing R&M,Jan 2015
90.1,MV3F,Total housing R&M,Feb 2015
96.4,MV3F,Total housing R&M,Mar 2015
93.6,MV3F,Total housing R&M,Apr 2015
95.5,MV3F,Total housing R&M,May 2015
95.6,MV3F,Total housing R&M,Jun 2015
95.2,MV3F,Total housing R&M,Jul 2015
94.9,MV3F,Total housing R&M,Aug 2015
97,MV3F,Total housing R&M,Sep 2015
96.5,MV3F,Total housing R&M,Oct 2015
95.4,MV3F,Total housing R&M,Nov 2015
94.4,MV3F,Total housing R&M,Dec 2015
96.9,MV3F,Total housing R&M,Jan 2016
96.9,MV3F,Total housing R&M,Feb 2016
97.2,MV3F,Total housing R&M,Mar 2016
98.4,MV3F,Total housing R&M,Apr 2016
95.9,MV3F,Total housing R&M,May 2016
96,MV3F,Total housing R&M,Jun 2016
96,MV3F,Total housing R&M,Jul 2016
94.2,MV3F,Total housing R&M,Aug 2016
97.5,MV3F,Total housing R&M,Sep 2016
94.4,MV3F,Total housing R&M,Oct 2016
98,MV3F,Total housing R&M,Nov 2016
101.4,MV3F,Total housing R&M,Dec 2016
99.4,MV3F,Total housing R&M,Jan 2017
99.3,MV3F,Total housing R&M,Feb 2017
99.9,MV3F,Total housing R&M,Mar 2017
101.9,MV3F,Total housing R&M,Apr 2017
100.7,MV3F,Total housing R&M,May 2017
100,MV3F,Total housing R&M,Jun 2017
100.8,MV3F,Total housing R&M,Jul 2017
101.9,MV3F,Total housing R&M,Aug 2017
100.1,MV3F,Total housing R&M,Sep 2017
101.5,MV3F,Total housing R&M,Oct 2017
102.8,MV3F,Total housing R&M,Nov 2017
100.7,MV3F,Total housing R&M,Dec 2017
98.5,MV3F,Total housing R&M,Jan 2018
98.8,MV3F,Total housing R&M,Feb 2018
98.2,MV3F,Total housing R&M,Mar 2018
99.1,MV3F,Total housing R&M,Apr 2018
102.2,MV3F,Total housing R&M,May 2018
102.1,MV3F,Total housing R&M,Jun 2018
101.3,MV3F,Total housing R&M,Jul 2018
100.2,MV3F,Total housing R&M,Aug 2018
98.4,MV3F,Total housing R&M,Sep 2018
98.2,MV3F,Total housing R&M,Oct 2018
99.4,MV3F,Total housing R&M,Nov 2018
97,MV3F,Total housing R&M,Dec 2018
99.4,MV3F,Total housing R&M,Jan 2019
102.3,MV3F,Total housing R&M,Feb 2019
100,MV3F,Total housing R&M,Mar 2019
98.8,MV3F,Total housing R&M,Apr 2019
100.1,MV3F,Total housing R&M,May 2019
99.3,MV3F,Total housing R&M,Jun 2019
100.3,MV3F,Total housing R&M,Jul 2019
100.4,MV3F,Total housing R&M,Aug 2019
99.9,MV3F,Total housing R&M,Sep 2019
99.8,MV3F,Total housing R&M,Oct 2019
100.6,MV3F,Total housing R&M,Nov 2019
99.1,MV3F,Total housing R&M,Dec 2019
95.7,MV3F,Total housing R&M,Jan 2020
96.8,MV3F,Total housing R&M,Feb 2020
95.4,MV3F,Total housing R&M,Mar 2020
48.9,MV3F,Total housing R&M,Apr 2020
48.8,MV3F,Total housing R&M,May 2020
70.8,MV3F,Total housing R&M,Jun 2020
88.6,MV3F,Total housing R&M,Jul 2020
95,MV3F,Total housing R&M,Aug 2020
100.4,MV3F,Total housing R&M,Sep 2020
104.1,MV3F,Total housing R&M,Oct 2020
100.4,MV3F,Total housing R&M,Nov 2020
100.5,MV3F,Total housing R&M,Dec 2020
97,MV3F,Total housing R&M,Jan 2021
102.1,MV3F,Total housing R&M,Feb 2021
106.6,MV3F,Total housing R&M,Mar 2021
103.4,MV3F,Total housing R&M,Apr 2021
103.8,MV3F,Total housing R&M,May 2021
102.3,MV3F,Total housing R&M,Jun 2021
102,MV3F,Total housing R&M,Jul 2021
105.7,MV3F,Total housing R&M,Aug 2021
108.5,MV3F,Total housing R&M,Sep 2021
110.3,MV3F,Total housing R&M,Oct 2021
110.3,MV3F,Total housing R&M,Nov 2021
111.2,MV3F,Total housing R&M,Dec 2021
111.9,MV3F,Total housing R&M,Jan 2022
112.1,MV3F,Total housing R&M,Feb 2022
118.8,MV3F,Total housing R&M,Mar 2022
114.1,MV3F,Total housing R&M,Apr 2022
118.5,MV3F,Total housing R&M,May 2022
115.8,MV3F,Total housing R&M,Jun 2022
116.2,MV3F,Total housing R&M,Jul 2022
115.4,MV3F,Total housing R&M,Aug 2022
116.3,MV3F,Total housing R&M,Sep 2022
117.6,MV3F,Total housing R&M,Oct 2022
116.6,MV3F,Total housing R&M,Nov 2022
112.8,MV3F,Total housing R&M,Dec 2022
117.5,MV3F,Total housing R&M,Jan 2023
124.7,MV3F,Total housing R&M,Feb 2023
125.3,MV3F,Total housing R&M,Mar 2023
120.5,MV3F,Total housing R&M,Apr 2023
80.1,MV3G,Non housing R&M,1998
79.6,MV3G,Non housing R&M,1999
83.8,MV3G,Non housing R&M,2000
91.5,MV3G,Non housing R&M,2001
97.5,MV3G,Non housing R&M,2002
100.2,MV3G,Non housing R&M,2003
95.8,MV3G,Non housing R&M,2004
98.2,MV3G,Non housing R&M,2005
98.5,MV3G,Non housing R&M,2006
100.8,MV3G,Non housing R&M,2007
104.1,MV3G,Non housing R&M,2008
94,MV3G,Non housing R&M,2009
80.4,MV3G,Non housing R&M,2010
84.6,MV3G,Non housing R&M,2011
85,MV3G,Non housing R&M,2012
87.8,MV3G,Non housing R&M,2013
94.4,MV3G,Non housing R&M,2014
91.4,MV3G,Non housing R&M,2015
91.7,MV3G,Non housing R&M,2016
95.4,MV3G,Non housing R&M,2017
98.5,MV3G,Non housing R&M,2018
100,MV3G,Non housing R&M,2019
92.1,MV3G,Non housing R&M,2020
104.8,MV3G,Non housing R&M,2021
113.9,MV3G,Non housing R&M,2022
79.7,MV3G,Non housing R&M,Jan to Mar 1997
80.1,MV3G,Non housing R&M,Apr to June 1997
76.1,MV3G,Non housing R&M,July to Sept 1997
80.9,MV3G,Non housing R&M,Oct to Dec 1997
87,MV3G,Non housing R&M,Jan to Mar 1998
79.5,MV3G,Non housing R&M,Apr to June 1998
74.6,MV3G,Non housing R&M,July to Sept 1998
79.1,MV3G,Non housing R&M,Oct to Dec 1998
79.8,MV3G,Non housing R&M,Jan to Mar 1999
78.5,MV3G,Non housing R&M,Apr to June 1999
77.9,MV3G,Non housing R&M,July to Sept 1999
82.2,MV3G,Non housing R&M,Oct to Dec 1999
84.1,MV3G,Non housing R&M,Jan to Mar 2000
82,MV3G,Non housing R&M,Apr to June 2000
80.1,MV3G,Non housing R&M,July to Sept 2000
88.8,MV3G,Non housing R&M,Oct to Dec 2000
88.1,MV3G,Non housing R&M,Jan to Mar 2001
91.6,MV3G,Non housing R&M,Apr to June 2001
90.5,MV3G,Non housing R&M,July to Sept 2001
95.7,MV3G,Non housing R&M,Oct to Dec 2001
97.5,MV3G,Non housing R&M,Jan to Mar 2002
96.2,MV3G,Non housing R&M,Apr to June 2002
96.9,MV3G,Non housing R&M,July to Sept 2002
99.3,MV3G,Non housing R&M,Oct to Dec 2002
99.2,MV3G,Non housing R&M,Jan to Mar 2003
100.8,MV3G,Non housing R&M,Apr to June 2003
101.8,MV3G,Non housing R&M,July to Sept 2003
99.1,MV3G,Non housing R&M,Oct to Dec 2003
101.1,MV3G,Non housing R&M,Jan to Mar 2004
94.3,MV3G,Non housing R&M,Apr to June 2004
92.5,MV3G,Non housing R&M,July to Sept 2004
95.2,MV3G,Non housing R&M,Oct to Dec 2004
100.9,MV3G,Non housing R&M,Jan to Mar 2005
98.9,MV3G,Non housing R&M,Apr to June 2005
97.4,MV3G,Non housing R&M,July to Sept 2005
95.8,MV3G,Non housing R&M,Oct to Dec 2005
96,MV3G,Non housing R&M,Jan to Mar 2006
100.2,MV3G,Non housing R&M,Apr to June 2006
96.8,MV3G,Non housing R&M,July to Sept 2006
100.9,MV3G,Non housing R&M,Oct to Dec 2006
102.7,MV3G,Non housing R&M,Jan to Mar 2007
100,MV3G,Non housing R&M,Apr to June 2007
99,MV3G,Non housing R&M,July to Sept 2007
101.4,MV3G,Non housing R&M,Oct to Dec 2007
105,MV3G,Non housing R&M,Jan to Mar 2008
109.2,MV3G,Non housing R&M,Apr to June 2008
104.7,MV3G,Non housing R&M,July to Sept 2008
97.6,MV3G,Non housing R&M,Oct to Dec 2008
94.4,MV3G,Non housing R&M,Jan to Mar 2009
92.1,MV3G,Non housing R&M,Apr to June 2009
99,MV3G,Non housing R&M,July to Sept 2009
90.6,MV3G,Non housing R&M,Oct to Dec 2009
76.9,MV3G,Non housing R&M,Jan to Mar 2010
82.1,MV3G,Non housing R&M,Apr to June 2010
80.3,MV3G,Non housing R&M,July to Sept 2010
82.2,MV3G,Non housing R&M,Oct to Dec 2010
83.8,MV3G,Non housing R&M,Jan to Mar 2011
82.8,MV3G,Non housing R&M,Apr to June 2011
85.2,MV3G,Non housing R&M,July to Sept 2011
86.5,MV3G,Non housing R&M,Oct to Dec 2011
86,MV3G,Non housing R&M,Jan to Mar 2012
85.5,MV3G,Non housing R&M,Apr to June 2012
83.9,MV3G,Non housing R&M,July to Sept 2012
84.6,MV3G,Non housing R&M,Oct to Dec 2012
85.3,MV3G,Non housing R&M,Jan to Mar 2013
85.6,MV3G,Non housing R&M,Apr to June 2013
89.6,MV3G,Non housing R&M,July to Sept 2013
90.7,MV3G,Non housing R&M,Oct to Dec 2013
90.5,MV3G,Non housing R&M,Jan to Mar 2014
95.4,MV3G,Non housing R&M,Apr to June 2014
96.3,MV3G,Non housing R&M,July to Sept 2014
95.2,MV3G,Non housing R&M,Oct to Dec 2014
93.9,MV3G,Non housing R&M,Jan to Mar 2015
90.1,MV3G,Non housing R&M,Apr to June 2015
89.9,MV3G,Non housing R&M,July to Sept 2015
91.5,MV3G,Non housing R&M,Oct to Dec 2015
90.6,MV3G,Non housing R&M,Jan to Mar 2016
92.4,MV3G,Non housing R&M,Apr to June 2016
91.1,MV3G,Non housing R&M,July to Sept 2016
92.6,MV3G,Non housing R&M,Oct to Dec 2016
94.8,MV3G,Non housing R&M,Jan to Mar 2017
95.4,MV3G,Non housing R&M,Apr to June 2017
95.5,MV3G,Non housing R&M,July to Sept 2017
95.9,MV3G,Non housing R&M,Oct to Dec 2017
95.1,MV3G,Non housing R&M,Jan to Mar 2018
99.3,MV3G,Non housing R&M,Apr to June 2018
101.9,MV3G,Non housing R&M,July to Sept 2018
97.8,MV3G,Non housing R&M,Oct to Dec 2018
101.2,MV3G,Non housing R&M,Jan to Mar 2019
101.6,MV3G,Non housing R&M,Apr to June 2019
99.3,MV3G,Non housing R&M,July to Sept 2019
97.9,MV3G,Non housing R&M,Oct to Dec 2019
96.8,MV3G,Non housing R&M,Jan to Mar 2020
75.3,MV3G,Non housing R&M,Apr to June 2020
96.5,MV3G,Non housing R&M,July to Sept 2020
99.9,MV3G,Non housing R&M,Oct to Dec 2020
102.8,MV3G,Non housing R&M,Jan to Mar 2021
107.8,MV3G,Non housing R&M,Apr to June 2021
103.6,MV3G,Non housing R&M,July to Sept 2021
104.9,MV3G,Non housing R&M,Oct to Dec 2021
111.6,MV3G,Non housing R&M,Jan to Mar 2022
114.3,MV3G,Non housing R&M,Apr to Jun 2022
113.8,MV3G,Non housing R&M,Jul to Sep 2022
116,MV3G,Non housing R&M,Oct to Dec 2022
120.6,MV3G,Non housing R&M,Jan to Mar 2023
75.7,MV3G,Non housing R&M,Jan 2010
77.2,MV3G,Non housing R&M,Feb 2010
77.7,MV3G,Non housing R&M,Mar 2010
80.8,MV3G,Non housing R&M,Apr 2010
80.4,MV3G,Non housing R&M,May 2010
85.1,MV3G,Non housing R&M,Jun 2010
77.1,MV3G,Non housing R&M,Jul 2010
81.6,MV3G,Non housing R&M,Aug 2010
82.2,MV3G,Non housing R&M,Sep 2010
82.6,MV3G,Non housing R&M,Oct 2010
81.5,MV3G,Non housing R&M,Nov 2010
82.4,MV3G,Non housing R&M,Dec 2010
84.3,MV3G,Non housing R&M,Jan 2011
82.8,MV3G,Non housing R&M,Feb 2011
84.3,MV3G,Non housing R&M,Mar 2011
83.6,MV3G,Non housing R&M,Apr 2011
83.1,MV3G,Non housing R&M,May 2011
81.6,MV3G,Non housing R&M,Jun 2011
85.2,MV3G,Non housing R&M,Jul 2011
85.4,MV3G,Non housing R&M,Aug 2011
85.1,MV3G,Non housing R&M,Sep 2011
83.9,MV3G,Non housing R&M,Oct 2011
85.1,MV3G,Non housing R&M,Nov 2011
90.5,MV3G,Non housing R&M,Dec 2011
85.2,MV3G,Non housing R&M,Jan 2012
87,MV3G,Non housing R&M,Feb 2012
85.8,MV3G,Non housing R&M,Mar 2012
84.9,MV3G,Non housing R&M,Apr 2012
86.8,MV3G,Non housing R&M,May 2012
84.6,MV3G,Non housing R&M,Jun 2012
85.7,MV3G,Non housing R&M,Jul 2012
82.7,MV3G,Non housing R&M,Aug 2012
83.5,MV3G,Non housing R&M,Sep 2012
83,MV3G,Non housing R&M,Oct 2012
87,MV3G,Non housing R&M,Nov 2012
83.7,MV3G,Non housing R&M,Dec 2012
83.3,MV3G,Non housing R&M,Jan 2013
85.9,MV3G,Non housing R&M,Feb 2013
86.7,MV3G,Non housing R&M,Mar 2013
81.7,MV3G,Non housing R&M,Apr 2013
87.2,MV3G,Non housing R&M,May 2013
88,MV3G,Non housing R&M,Jun 2013
87.5,MV3G,Non housing R&M,Jul 2013
92.1,MV3G,Non housing R&M,Aug 2013
89.1,MV3G,Non housing R&M,Sep 2013
91.6,MV3G,Non housing R&M,Oct 2013
90,MV3G,Non housing R&M,Nov 2013
90.5,MV3G,Non housing R&M,Dec 2013
92,MV3G,Non housing R&M,Jan 2014
90.7,MV3G,Non housing R&M,Feb 2014
88.7,MV3G,Non housing R&M,Mar 2014
94.7,MV3G,Non housing R&M,Apr 2014
93.9,MV3G,Non housing R&M,May 2014
97.6,MV3G,Non housing R&M,Jun 2014
94.4,MV3G,Non housing R&M,Jul 2014
97.5,MV3G,Non housing R&M,Aug 2014
97.2,MV3G,Non housing R&M,Sep 2014
94.7,MV3G,Non housing R&M,Oct 2014
96.7,MV3G,Non housing R&M,Nov 2014
94.2,MV3G,Non housing R&M,Dec 2014
95.1,MV3G,Non housing R&M,Jan 2015
92.1,MV3G,Non housing R&M,Feb 2015
94.6,MV3G,Non housing R&M,Mar 2015
91.5,MV3G,Non housing R&M,Apr 2015
90,MV3G,Non housing R&M,May 2015
88.7,MV3G,Non housing R&M,Jun 2015
91.4,MV3G,Non housing R&M,Jul 2015
88.2,MV3G,Non housing R&M,Aug 2015
90,MV3G,Non housing R&M,Sep 2015
90.5,MV3G,Non housing R&M,Oct 2015
91.6,MV3G,Non housing R&M,Nov 2015
92.5,MV3G,Non housing R&M,Dec 2015
90.7,MV3G,Non housing R&M,Jan 2016
92.4,MV3G,Non housing R&M,Feb 2016
88.7,MV3G,Non housing R&M,Mar 2016
91.4,MV3G,Non housing R&M,Apr 2016
92.6,MV3G,Non housing R&M,May 2016
93,MV3G,Non housing R&M,Jun 2016
91.5,MV3G,Non housing R&M,Jul 2016
91.7,MV3G,Non housing R&M,Aug 2016
90.1,MV3G,Non housing R&M,Sep 2016
93.7,MV3G,Non housing R&M,Oct 2016
91.3,MV3G,Non housing R&M,Nov 2016
92.7,MV3G,Non housing R&M,Dec 2016
93.7,MV3G,Non housing R&M,Jan 2017
96.1,MV3G,Non housing R&M,Feb 2017
94.8,MV3G,Non housing R&M,Mar 2017
96.4,MV3G,Non housing R&M,Apr 2017
94.9,MV3G,Non housing R&M,May 2017
94.8,MV3G,Non housing R&M,Jun 2017
96.1,MV3G,Non housing R&M,Jul 2017
94.3,MV3G,Non housing R&M,Aug 2017
96,MV3G,Non housing R&M,Sep 2017
94.5,MV3G,Non housing R&M,Oct 2017
96.7,MV3G,Non housing R&M,Nov 2017
96.4,MV3G,Non housing R&M,Dec 2017
95.3,MV3G,Non housing R&M,Jan 2018
93.5,MV3G,Non housing R&M,Feb 2018
96.4,MV3G,Non housing R&M,Mar 2018
95.8,MV3G,Non housing R&M,Apr 2018
100.5,MV3G,Non housing R&M,May 2018
101.6,MV3G,Non housing R&M,Jun 2018
99.9,MV3G,Non housing R&M,Jul 2018
102.2,MV3G,Non housing R&M,Aug 2018
103.6,MV3G,Non housing R&M,Sep 2018
100.5,MV3G,Non housing R&M,Oct 2018
98.6,MV3G,Non housing R&M,Nov 2018
94.2,MV3G,Non housing R&M,Dec 2018
101.6,MV3G,Non housing R&M,Jan 2019
101.3,MV3G,Non housing R&M,Feb 2019
100.9,MV3G,Non housing R&M,Mar 2019
103.1,MV3G,Non housing R&M,Apr 2019
101.5,MV3G,Non housing R&M,May 2019
100.2,MV3G,Non housing R&M,Jun 2019
101.3,MV3G,Non housing R&M,Jul 2019
100.4,MV3G,Non housing R&M,Aug 2019
96.1,MV3G,Non housing R&M,Sep 2019
97.6,MV3G,Non housing R&M,Oct 2019
98.2,MV3G,Non housing R&M,Nov 2019
98,MV3G,Non housing R&M,Dec 2019
94.6,MV3G,Non housing R&M,Jan 2020
100.3,MV3G,Non housing R&M,Feb 2020
95.5,MV3G,Non housing R&M,Mar 2020
66.9,MV3G,Non housing R&M,Apr 2020
72.5,MV3G,Non housing R&M,May 2020
86.6,MV3G,Non housing R&M,Jun 2020
97.3,MV3G,Non housing R&M,Jul 2020
94.4,MV3G,Non housing R&M,Aug 2020
97.8,MV3G,Non housing R&M,Sep 2020
99.4,MV3G,Non housing R&M,Oct 2020
100.1,MV3G,Non housing R&M,Nov 2020
100.1,MV3G,Non housing R&M,Dec 2020
99.5,MV3G,Non housing R&M,Jan 2021
102.9,MV3G,Non housing R&M,Feb 2021
106.1,MV3G,Non housing R&M,Mar 2021
110.9,MV3G,Non housing R&M,Apr 2021
107.6,MV3G,Non housing R&M,May 2021
104.9,MV3G,Non housing R&M,Jun 2021
104.4,MV3G,Non housing R&M,Jul 2021
102.5,MV3G,Non housing R&M,Aug 2021
103.8,MV3G,Non housing R&M,Sep 2021
103.9,MV3G,Non housing R&M,Oct 2021
105.3,MV3G,Non housing R&M,Nov 2021
105.3,MV3G,Non housing R&M,Dec 2021
110.5,MV3G,Non housing R&M,Jan 2022
111.3,MV3G,Non housing R&M,Feb 2022
112.8,MV3G,Non housing R&M,Mar 2022
112.9,MV3G,Non housing R&M,Apr 2022
116.6,MV3G,Non housing R&M,May 2022
113.5,MV3G,Non housing R&M,Jun 2022
114.8,MV3G,Non housing R&M,Jul 2022
114.1,MV3G,Non housing R&M,Aug 2022
112.7,MV3G,Non housing R&M,Sep 2022
114.7,MV3G,Non housing R&M,Oct 2022
114.6,MV3G,Non housing R&M,Nov 2022
118.9,MV3G,Non housing R&M,Dec 2022
118.8,MV3G,Non housing R&M,Jan 2023
122.6,MV3G,Non housing R&M,Feb 2023
120.3,MV3G,Non housing R&M,Mar 2023
125.5,MV3G,Non housing R&M,Apr 2023
89.1,MV3H,All R&M,1998
87.8,MV3H,All R&M,1999
89.6,MV3H,All R&M,2000
94,MV3H,All R&M,2001
98.7,MV3H,All R&M,2002
101.5,MV3H,All R&M,2003
99.8,MV3H,All R&M,2004
98.2,MV3H,All R&M,2005
95.7,MV3H,All R&M,2006
95.3,MV3H,All R&M,2007
97.8,MV3H,All R&M,2008
88.5,MV3H,All R&M,2009
85.7,MV3H,All R&M,2010
86.5,MV3H,All R&M,2011
85.4,MV3H,All R&M,2012
87.1,MV3H,All R&M,2013
93.4,MV3H,All R&M,2014
93,MV3H,All R&M,2015
94.3,MV3H,All R&M,2016
98.1,MV3H,All R&M,2017
99,MV3H,All R&M,2018
100,MV3H,All R&M,2019
89.6,MV3H,All R&M,2020
105,MV3H,All R&M,2021
114.7,MV3H,All R&M,2022
89.2,MV3H,All R&M,Jan to Mar 1997
89.2,MV3H,All R&M,Apr to June 1997
87.5,MV3H,All R&M,July to Sept 1997
91.4,MV3H,All R&M,Oct to Dec 1997
94,MV3H,All R&M,Jan to Mar 1998
88.6,MV3H,All R&M,Apr to June 1998
85.4,MV3H,All R&M,July to Sept 1998
88.4,MV3H,All R&M,Oct to Dec 1998
86.8,MV3H,All R&M,Jan to Mar 1999
87.2,MV3H,All R&M,Apr to June 1999
87.5,MV3H,All R&M,July to Sept 1999
89.5,MV3H,All R&M,Oct to Dec 1999
91.6,MV3H,All R&M,Jan to Mar 2000
89,MV3H,All R&M,Apr to June 2000
87.4,MV3H,All R&M,July to Sept 2000
90.4,MV3H,All R&M,Oct to Dec 2000
92.7,MV3H,All R&M,Jan to Mar 2001
94.7,MV3H,All R&M,Apr to June 2001
92.6,MV3H,All R&M,July to Sept 2001
96,MV3H,All R&M,Oct to Dec 2001
96.7,MV3H,All R&M,Jan to Mar 2002
97.5,MV3H,All R&M,Apr to June 2002
98.6,MV3H,All R&M,July to Sept 2002
102.1,MV3H,All R&M,Oct to Dec 2002
96.9,MV3H,All R&M,Jan to Mar 2003
102.6,MV3H,All R&M,Apr to June 2003
104.3,MV3H,All R&M,July to Sept 2003
102,MV3H,All R&M,Oct to Dec 2003
104.8,MV3H,All R&M,Jan to Mar 2004
98.2,MV3H,All R&M,Apr to June 2004
97.6,MV3H,All R&M,July to Sept 2004
98.4,MV3H,All R&M,Oct to Dec 2004
101.5,MV3H,All R&M,Jan to Mar 2005
99.4,MV3H,All R&M,Apr to June 2005
96.6,MV3H,All R&M,July to Sept 2005
95.1,MV3H,All R&M,Oct to Dec 2005
95.3,MV3H,All R&M,Jan to Mar 2006
96.8,MV3H,All R&M,Apr to June 2006
94.6,MV3H,All R&M,July to Sept 2006
96.1,MV3H,All R&M,Oct to Dec 2006
97.6,MV3H,All R&M,Jan to Mar 2007
95.3,MV3H,All R&M,Apr to June 2007
92.9,MV3H,All R&M,July to Sept 2007
95.5,MV3H,All R&M,Oct to Dec 2007
97.2,MV3H,All R&M,Jan to Mar 2008
101.2,MV3H,All R&M,Apr to June 2008
97.3,MV3H,All R&M,July to Sept 2008
95.3,MV3H,All R&M,Oct to Dec 2008
88.5,MV3H,All R&M,Jan to Mar 2009
87,MV3H,All R&M,Apr to June 2009
93.3,MV3H,All R&M,July to Sept 2009
85.1,MV3H,All R&M,Oct to Dec 2009
81.8,MV3H,All R&M,Jan to Mar 2010
86.6,MV3H,All R&M,Apr to June 2010
87.2,MV3H,All R&M,July to Sept 2010
87.2,MV3H,All R&M,Oct to Dec 2010
86.5,MV3H,All R&M,Jan to Mar 2011
85.8,MV3H,All R&M,Apr to June 2011
85.9,MV3H,All R&M,July to Sept 2011
88.1,MV3H,All R&M,Oct to Dec 2011
86.7,MV3H,All R&M,Jan to Mar 2012
85.7,MV3H,All R&M,Apr to June 2012
84.8,MV3H,All R&M,July to Sept 2012
84.5,MV3H,All R&M,Oct to Dec 2012
85,MV3H,All R&M,Jan to Mar 2013
85.8,MV3H,All R&M,Apr to June 2013
88.4,MV3H,All R&M,July to Sept 2013
89.3,MV3H,All R&M,Oct to Dec 2013
91.4,MV3H,All R&M,Jan to Mar 2014
93.9,MV3H,All R&M,Apr to June 2014
95,MV3H,All R&M,July to Sept 2014
93.4,MV3H,All R&M,Oct to Dec 2014
93.3,MV3H,All R&M,Jan to Mar 2015
92.5,MV3H,All R&M,Apr to June 2015
92.8,MV3H,All R&M,July to Sept 2015
93.5,MV3H,All R&M,Oct to Dec 2015
93.8,MV3H,All R&M,Jan to Mar 2016
94.6,MV3H,All R&M,Apr to June 2016
93.5,MV3H,All R&M,July to Sept 2016
95.3,MV3H,All R&M,Oct to Dec 2016
97.2,MV3H,All R&M,Jan to Mar 2017
98.2,MV3H,All R&M,Apr to June 2017
98.2,MV3H,All R&M,July to Sept 2017
98.8,MV3H,All R&M,Oct to Dec 2017
96.8,MV3H,All R&M,Jan to Mar 2018
100.2,MV3H,All R&M,Apr to June 2018
100.9,MV3H,All R&M,July to Sept 2018
98,MV3H,All R&M,Oct to Dec 2018
100.9,MV3H,All R&M,Jan to Mar 2019
100.5,MV3H,All R&M,Apr to June 2019
99.7,MV3H,All R&M,July to Sept 2019
98.9,MV3H,All R&M,Oct to Dec 2019
96.4,MV3H,All R&M,Jan to Mar 2020
65.6,MV3H,All R&M,Apr to June 2020
95.6,MV3H,All R&M,July to Sept 2020
100.8,MV3H,All R&M,Oct to Dec 2020
102.4,MV3H,All R&M,Jan to Mar 2021
105.5,MV3H,All R&M,Apr to June 2021
